,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
4469,2009-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.1,2009,04,Canada
4470,2009-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.0,2009,04,Canada
4471,2009-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.0,2009,04,Canada
4472,2009-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",114.8,2009,04,Canada
4473,2009-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.6,2009,04,Canada
4474,2009-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.5,2009,05,Canada
4475,2009-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.2,2009,05,Canada
4476,2009-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,2009,05,Canada
4477,2009-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.6,2009,05,Canada
4478,2009-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.1,2009,05,Canada
4479,2009-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.5,2009,06,Canada
4480,2009-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.4,2009,06,Canada
4481,2009-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,2009,06,Canada
4482,2009-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.0,2009,06,Canada
4483,2009-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.6,2009,06,Canada
4484,2009-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.4,2009,07,Canada
4485,2009-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.4,2009,07,Canada
4486,2009-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,2009,07,Canada
4487,2009-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.6,2009,07,Canada
4488,2009-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.2,2009,07,Canada
4489,2009-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.4,2009,08,Canada
4490,2009-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.4,2009,08,Canada
4491,2009-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,2009,08,Canada
4492,2009-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.6,2009,08,Canada
4493,2009-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.4,2009,08,Canada
4494,2009-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.7,2009,09,Canada
4495,2009-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.4,2009,09,Canada
4496,2009-09,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.2,2009,09,Canada
4497,2009-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.6,2009,09,Canada
4498,2009-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.5,2009,09,Canada
4499,2009-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.9,2009,10,Canada
4500,2009-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.5,2009,10,Canada
4501,2009-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,2009,10,Canada
4502,2009-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.5,2009,10,Canada
4503,2009-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.7,2009,10,Canada
4504,2009-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.1,2009,11,Canada
4505,2009-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.7,2009,11,Canada
4506,2009-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,2009,11,Canada
4507,2009-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.1,2009,11,Canada
4508,2009-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.3,2009,11,Canada
4509,2009-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.6,2009,12,Canada
4510,2009-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.7,2009,12,Canada
4511,2009-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,2009,12,Canada
4512,2009-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",115.7,2009,12,Canada
4513,2009-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.3,2009,12,Canada
4514,2010-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",112.5,2010,01,Canada
4515,2010-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.9,2010,01,Canada
4516,2010-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,2010,01,Canada
4517,2010-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.0,2010,01,Canada
4518,2010-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.7,2010,01,Canada
4519,2010-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.3,2010,02,Canada
4520,2010-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.5,2010,02,Canada
4521,2010-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,2010,02,Canada
4522,2010-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.5,2010,02,Canada
4523,2010-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.8,2010,02,Canada
4524,2010-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.0,2010,03,Canada
4525,2010-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",112.9,2010,03,Canada
4526,2010-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,2010,03,Canada
4527,2010-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.5,2010,03,Canada
4528,2010-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.5,2010,03,Canada
4529,2010-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.4,2010,04,Canada
4530,2010-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.3,2010,04,Canada
4531,2010-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.6,2010,04,Canada
4532,2010-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.9,2010,04,Canada
4533,2010-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.5,2010,04,Canada
4534,2010-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.7,2010,05,Canada
4535,2010-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.3,2010,05,Canada
4536,2010-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,2010,05,Canada
4537,2010-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.2,2010,05,Canada
4538,2010-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.5,2010,05,Canada
4539,2010-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.6,2010,06,Canada
4540,2010-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.7,2010,06,Canada
4541,2010-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.2,2010,06,Canada
4542,2010-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.1,2010,06,Canada
4543,2010-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.8,2010,06,Canada
4544,2010-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.2,2010,07,Canada
4545,2010-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.3,2010,07,Canada
4546,2010-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,2010,07,Canada
4547,2010-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.9,2010,07,Canada
4548,2010-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.6,2010,07,Canada
4549,2010-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.2,2010,08,Canada
4550,2010-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.3,2010,08,Canada
4551,2010-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,2010,08,Canada
4552,2010-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",116.8,2010,08,Canada
4553,2010-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.5,2010,08,Canada
4554,2010-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.6,2010,09,Canada
4555,2010-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.4,2010,09,Canada
4556,2010-09,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.2,2010,09,Canada
4557,2010-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.0,2010,09,Canada
4558,2010-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.7,2010,09,Canada
4559,2010-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.1,2010,10,Canada
4560,2010-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.7,2010,10,Canada
4561,2010-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,2010,10,Canada
4562,2010-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.5,2010,10,Canada
4563,2010-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",117.4,2010,10,Canada
4564,2010-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.1,2010,11,Canada
4565,2010-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",113.8,2010,11,Canada
4566,2010-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.1,2010,11,Canada
4567,2010-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.6,2010,11,Canada
4568,2010-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",117.7,2010,11,Canada
4569,2010-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.7,2010,12,Canada
4570,2010-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.0,2010,12,Canada
4571,2010-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,2010,12,Canada
4572,2010-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.6,2010,12,Canada
4573,2010-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.2,2010,12,Canada
4574,2011-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.5,2011,01,Canada
4575,2011-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.0,2011,01,Canada
4576,2011-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.2,2011,01,Canada
4577,2011-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",117.7,2011,01,Canada
4578,2011-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.3,2011,01,Canada
4579,2011-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",113.8,2011,02,Canada
4580,2011-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.0,2011,02,Canada
4581,2011-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.1,2011,02,Canada
4582,2011-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",118.0,2011,02,Canada
4583,2011-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",118.2,2011,02,Canada
4584,2011-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.5,2011,03,Canada
4585,2011-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.3,2011,03,Canada
4586,2011-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,2011,03,Canada
4587,2011-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",119.3,2011,03,Canada
4588,2011-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.0,2011,03,Canada
4589,2011-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.5,2011,04,Canada
4590,2011-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.3,2011,04,Canada
4591,2011-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,2011,04,Canada
4592,2011-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",119.7,2011,04,Canada
4593,2011-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.5,2011,04,Canada
4594,2011-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.1,2011,05,Canada
4595,2011-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.8,2011,05,Canada
4596,2011-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,2011,05,Canada
4597,2011-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.5,2011,05,Canada
4598,2011-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.9,2011,05,Canada
4599,2011-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.4,2011,06,Canada
4600,2011-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.4,2011,06,Canada
4601,2011-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.8,2011,06,Canada
4602,2011-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",119.7,2011,06,Canada
4603,2011-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.5,2011,06,Canada
4604,2011-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.4,2011,07,Canada
4605,2011-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.6,2011,07,Canada
4606,2011-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,2011,07,Canada
4607,2011-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",119.9,2011,07,Canada
4608,2011-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",119.7,2011,07,Canada
4609,2011-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",114.8,2011,08,Canada
4610,2011-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",114.9,2011,08,Canada
4611,2011-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,2011,08,Canada
4612,2011-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.2,2011,08,Canada
4613,2011-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.0,2011,08,Canada
4614,2011-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.6,2011,09,Canada
4615,2011-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.4,2011,09,Canada
4616,2011-09,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.3,2011,09,Canada
4617,2011-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.5,2011,09,Canada
4618,2011-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.4,2011,09,Canada
4619,2011-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.7,2011,10,Canada
4620,2011-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.4,2011,10,Canada
4621,2011-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.2,2011,10,Canada
4622,2011-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.7,2011,10,Canada
4623,2011-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.8,2011,10,Canada
4624,2011-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.8,2011,11,Canada
4625,2011-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.6,2011,11,Canada
4626,2011-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,2011,11,Canada
4627,2011-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.8,2011,11,Canada
4628,2011-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.9,2011,11,Canada
4629,2011-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.1,2011,12,Canada
4630,2011-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.5,2011,12,Canada
4631,2011-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.9,2011,12,Canada
4632,2011-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.1,2011,12,Canada
4633,2011-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",120.7,2011,12,Canada
4634,2012-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.2,2012,01,Canada
4635,2012-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.7,2012,01,Canada
4636,2012-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.1,2012,01,Canada
4637,2012-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.4,2012,01,Canada
4638,2012-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.2,2012,01,Canada
4639,2012-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",115.6,2012,02,Canada
4640,2012-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.7,2012,02,Canada
4641,2012-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.2,2012,02,Canada
4642,2012-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",120.9,2012,02,Canada
4643,2012-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.1,2012,02,Canada
4644,2012-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",116.1,2012,03,Canada
4645,2012-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",115.8,2012,03,Canada
4646,2012-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.7,2012,03,Canada
4647,2012-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",121.4,2012,03,Canada
4648,2012-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.2,2012,03,Canada
4649,2012-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",116.6,2012,04,Canada
4650,2012-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.3,2012,04,Canada
4651,2012-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.0,2012,04,Canada
4652,2012-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",121.9,2012,04,Canada
4653,2012-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.6,2012,04,Canada
4654,2012-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",116.7,2012,05,Canada
4655,2012-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",116.2,2012,05,Canada
4656,2012-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.5,2012,05,Canada
4657,2012-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",121.8,2012,05,Canada
4658,2012-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",121.2,2012,05,Canada
